datetime,tickersymbol,price,volume
2025-01-02 10:43:07.504579,VN30F2501,1338.9,1
2025-01-02 10:43:47.422659,VN30F2501,1339.1,5
2025-01-02 10:43:51.495919,VN30F2501,1339.2,3
2025-01-02 10:44:08.012247,VN30F2501,1339.3,6
2025-01-02 10:44:12.091195,VN30F2501,1339.2,1
2025-01-02 10:44:23.275812,VN30F2501,1339.2,5
2025-01-02 10:44:27.352062,VN30F2501,1339.1,1
2025-01-02 10:44:33.462715,VN30F2501,1339.2,17
2025-01-02 10:44:37.764562,VN30F2501,1339.1,10
2025-01-02 10:44:43.869708,VN30F2501,1339.2,50
2025-01-02 10:45:09.651525,VN30F2501,1339.1,9
2025-01-02 10:45:23.853111,VN30F2501,1339.0,3
2025-01-02 10:45:38.131071,VN30F2501,1339.1,1
2025-01-02 10:45:43.420648,VN30F2501,1339.0,2
2025-01-02 10:45:57.886459,VN30F2501,1339.0,4
2025-01-02 10:46:08.076917,VN30F2501,1338.9,4
2025-01-02 10:46:33.772245,VN30F2501,1338.4,1
2025-01-02 10:46:42.111871,VN30F2501,1338.5,20
2025-01-02 10:46:46.214990,VN30F2501,1338.4,1
2025-01-02 10:46:55.369445,VN30F2501,1338.6,1
2025-01-02 10:47:05.560520,VN30F2501,1338.6,3
2025-01-02 10:47:11.895550,VN30F2501,1338.7,2
2025-01-02 10:47:17.817531,VN30F2501,1338.9,15
2025-01-02 10:47:24.105516,VN30F2501,1339.0,3
2025-01-02 10:47:27.394279,VN30F2501,1338.9,15
2025-01-02 10:47:51.828684,VN30F2501,1338.9,3
2025-01-02 10:47:58.185167,VN30F2501,1338.7,5
2025-01-02 10:48:02.238817,VN30F2501,1338.8,2
2025-01-02 10:48:07.337784,VN30F2501,1338.6,1
2025-01-02 10:48:38.129733,VN30F2501,1338.8,1
2025-01-02 10:49:01.537758,VN30F2501,1338.7,1
2025-01-02 10:49:07.867204,VN30F2501,1338.5,4
2025-01-02 10:49:18.271046,VN30F2501,1338.4,1
2025-01-02 10:49:41.698492,VN30F2501,1338.7,4
2025-01-02 10:50:17.746953,VN30F2501,1338.4,1
2025-01-02 10:50:57.890862,VN30F2501,1339.0,4
2025-01-02 10:51:31.735890,VN30F2501,1338.5,5
2025-01-02 10:51:41.921122,VN30F2501,1338.8,1
2025-01-02 10:52:11.898269,VN30F2501,1338.2,2
2025-01-02 10:52:24.147727,VN30F2501,1338.2,1
2025-01-02 10:52:28.224364,VN30F2501,1338.4,7
2025-01-02 10:52:37.381088,VN30F2501,1338.5,1
2025-01-02 10:52:51.838032,VN30F2501,1338.2,4
2025-01-02 10:53:11.440046,VN30F2501,1338.3,1
2025-01-02 10:53:15.510875,VN30F2501,1338.2,4
